Taxon,longitude,latitude
Spiraea_douglasii,-123.028428,49.325456
Spiraea_douglasii,-122.456955,45.636757
Spiraea_douglasii,-123.430866,48.57536
Spiraea_douglasii,-123.972994,49.170172
Spiraea_douglasii,-123.985795,49.152634
Spiraea_douglasii,-119.310888,51.807487
Spiraea_douglasii,-123.710331,48.789556
Spiraea_douglasii,-122.617627,54.027983
Spiraea_douglasii,-123.243678,44.667068
Spiraea_douglasii,-122.453639,42.104944
Spiraea_douglasii,-122.617744,43.768036
Spiraea_douglasii,-122.067955,48.970978
Spiraea_douglasii,-121.456178,40.267188
Spiraea_douglasii,-122.824578,49.089367
Spiraea_douglasii,-124.047264,44.515705
Spiraea_douglasii,-129.297122,56.078018
Spiraea_douglasii,-122.999388,49.133894
Spiraea_douglasii,-122.477287,49.067245
Spiraea_douglasii,-122.163045,47.991261
Spiraea_douglasii,-123.924727,46.17277
Spiraea_douglasii,-128.547409,54.356913
Spiraea_douglasii,-122.996847,49.339415
Spiraea_douglasii,-122.340974,41.278502
Spiraea_douglasii,-122.750046,47.623695
Spiraea_douglasii,-122.572685,49.266273
Spiraea_douglasii,-123.398647,48.50958
Spiraea_douglasii,-123.111061,50.034299
Spiraea_douglasii,-121.361857,40.050473
Spiraea_douglasii,-117.298289,48.339431
Spiraea_douglasii,-123.908775,46.053494
Spiraea_douglasii,-122.821322,45.716615
Spiraea_douglasii,-122.57757,49.253097
Spiraea_douglasii,-125.594887,49.094116
Spiraea_douglasii,-121.110286,45.82389
Spiraea_douglasii,-124.644188,48.042397
Spiraea_douglasii,-128.353848,54.868971
Spiraea_douglasii,-123.502002,48.948238
Spiraea_douglasii,-122.885948,49.326813
Spiraea_douglasii,-122.100964,47.699914
Spiraea_douglasii,-122.887358,49.325281
Spiraea_douglasii,-123.6539,48.696772
Spiraea_douglasii,-122.647102,49.020687
Spiraea_douglasii,-123.074584,45.257974
Spiraea_douglasii,-124.082833,49.233721
Spiraea_douglasii,-125.12414,49.786802
Spiraea_douglasii,-122.229985,47.70829
Spiraea_douglasii,-122.846481,49.328647
Spiraea_douglasii,-122.290917,47.646058
Spiraea_douglasii,-121.332092,44.125267
Spiraea_douglasii,-118.204048,49.039394
Spiraea_douglasii,-122.366737,45.555295
Spiraea_douglasii,-120.994956,40.005725
Spiraea_douglasii,-121.694532,45.221253
Spiraea_douglasii,-122.302596,48.723888
Spiraea_douglasii,-122.090854,47.670763
Spiraea_douglasii,-128.154542,52.180675
Spiraea_douglasii,-123.828536,49.024086
Spiraea_douglasii,-121.850498,47.693204
Spiraea_douglasii,-122.979575,44.001778
Spiraea_douglasii,-128.273895,54.374256
Spiraea_douglasii,-122.157633,47.403803
Spiraea_douglasii,-115.85952,43.848128
Spiraea_douglasii,-116.435486,48.4051
Spiraea_douglasii,-121.755112,44.418337
Spiraea_douglasii,-121.397583,49.567036
Spiraea_douglasii,-122.196847,45.580967
Spiraea_douglasii,-121.743112,45.268672
Spiraea_douglasii,-115.814943,48.193773
Spiraea_douglasii,-121.794572,43.905545
Spiraea_douglasii,-122.948647,44.359954
Spiraea_douglasii,-123.766722,48.394862
Spiraea_douglasii,-122.771148,54.115847
Spiraea_douglasii,-125.438951,49.123508
Spiraea_douglasii,-119.404746,50.039828
Spiraea_douglasii,-122.789783,46.361789
Spiraea_douglasii,-127.106938,54.773667
Spiraea_douglasii,-124.73975,49.348397
Spiraea_douglasii,-123.144392,45.610838
Spiraea_douglasii,-122.195128,42.570685
Spiraea_douglasii,-122.885247,49.322697
Spiraea_douglasii,-123.933813,49.13247
Spiraea_douglasii,-123.284399,44.540264
Spiraea_douglasii,-123.255408,44.055981
Spiraea_douglasii,-122.335976,45.558349
Spiraea_douglasii,-122.054929,47.75911
Spiraea_douglasii,-123.538392,48.454572
Spiraea_douglasii,-123.59807,48.362347
Spiraea_douglasii,-123.689146,42.245669
Spiraea_douglasii,-122.009444,41.243375
Spiraea_douglasii,-122.471117,49.313522
Spiraea_douglasii,-122.393944,48.683584
Spiraea_douglasii,-124.736261,49.343139
Spiraea_douglasii,-122.540403,43.594662
Spiraea_douglasii,-122.479744,48.771121
Spiraea_douglasii,-123.878555,46.131789
Spiraea_douglasii,-122.462617,49.3428
Spiraea_douglasii,-118.202644,49.035892
Spiraea_douglasii,-120.326451,48.533089
Spiraea_douglasii,-123.468517,48.469208
Spiraea_douglasii,-121.729315,47.844092
Spiraea_douglasii,-123.873792,46.161174
Spiraea_douglasii,-125.324925,49.722501
Spiraea_douglasii,-123.736244,42.399808
Spiraea_douglasii,-116.863953,48.76595
Spiraea_douglasii,-124.176918,43.605881
Spiraea_douglasii,-122.277252,47.567287
Spiraea_douglasii,-118.559744,50.972834
Spiraea_douglasii,-122.81534,54.014983
Spiraea_douglasii,-122.702756,45.381406
Spiraea_douglasii,-122.75055,45.817539
Spiraea_douglasii,-121.792426,45.298043
Spiraea_douglasii,-122.655495,49.022431
Spiraea_douglasii,-122.874589,49.304458
Spiraea_douglasii,-123.447433,48.508881
Spiraea_douglasii,-122.161835,47.999302
Spiraea_douglasii,-121.390053,49.025628
Spiraea_douglasii,-121.630195,43.726875
Spiraea_douglasii,-122.615209,46.581817
Spiraea_douglasii,-125.096563,49.643871
Spiraea_douglasii,-122.859722,49.086944
Spiraea_douglasii,-120.942992,39.965587
Spiraea_douglasii,-122.814117,44.071102
Spiraea_douglasii,-122.760635,53.855621
Spiraea_douglasii,-120.622803,49.129131
Spiraea_douglasii,-123.330812,42.430763
Spiraea_douglasii,-122.438425,48.836799
Spiraea_douglasii,-121.328735,44.130094
Spiraea_douglasii,-123.237669,44.604776
Spiraea_douglasii,-122.455737,49.320667
Spiraea_douglasii,-122.986999,46.603848
Spiraea_douglasii,-125.259863,50.041264
Spiraea_douglasii,-125.594106,49.052646
Spiraea_douglasii,-123.314124,44.422918
Spiraea_douglasii,-125.023973,48.839838
Spiraea_douglasii,-124.021464,54.015416
Spiraea_douglasii,-123.566175,50.698481
Spiraea_douglasii,-127.219768,50.47815
Spiraea_douglasii,-123.141669,49.752425
Spiraea_douglasii,-121.067558,46.639842
Spiraea_douglasii,-123.284042,44.540458
Spiraea_douglasii,-121.83133,47.808259
Spiraea_douglasii,-127.134483,54.783692
Spiraea_douglasii,-122.581665,49.267418
Spiraea_douglasii,-123.610862,45.075654
Spiraea_douglasii,-125.627158,49.768478
Spiraea_douglasii,-122.847263,49.065787
Spiraea_douglasii,-121.53135,47.700403
Spiraea_douglasii,-122.551933,49.291333
Spiraea_douglasii,-123.194989,44.847571
Spiraea_douglasii,-122.592254,47.327694
Spiraea_douglasii,-120.658443,39.441172
Spiraea_douglasii,-122.729072,49.192703
Spiraea_douglasii,-122.258203,47.677008
Spiraea_douglasii,-121.666192,41.267417
Spiraea_douglasii,-117.110053,48.288922
Spiraea_douglasii,-122.959512,50.113872
Spiraea_douglasii,-122.490503,49.290375
Spiraea_douglasii,-122.843736,45.659903
Spiraea_douglasii,-123.237827,44.604674
Spiraea_douglasii,-123.881569,45.51228
Spiraea_douglasii,-122.19,47.866389
Spiraea_douglasii,-125.318513,49.742855
Spiraea_douglasii,-122.52045,47.638605
Spiraea_douglasii,-122.84929,40.955238
Spiraea_douglasii,-122.588967,48.831643
Spiraea_douglasii,-123.351313,47.0174
Spiraea_douglasii,-124.509499,49.301843
Spiraea_douglasii,-127.188205,54.798078
Spiraea_douglasii,-121.872636,47.536583
Spiraea_douglasii,-123.209904,44.70849
Spiraea_douglasii,-116.073683,44.271512
Spiraea_douglasii,-121.785311,49.302473
Spiraea_douglasii,-123.349325,44.437067
Spiraea_douglasii,-123.970001,49.169544
Spiraea_douglasii,-123.39864,48.509585
Spiraea_douglasii,-123.249455,44.536629
Spiraea_douglasii,-122.665176,49.335556
Spiraea_douglasii,-121.426275,43.939598
Spiraea_douglasii,-122.297205,54.046712
Spiraea_douglasii,-123.107182,50.043404
Spiraea_douglasii,-124.680786,48.146167
Spiraea_douglasii,-123.810514,48.97693
Spiraea_douglasii,-122.291179,47.646054
Spiraea_douglasii,-122.254708,47.549442
Spiraea_douglasii,-124.004801,49.224632
Spiraea_douglasii,-123.266837,44.596728
Spiraea_douglasii,-121.749348,49.196482
Spiraea_douglasii,-122.859372,49.331193
Spiraea_douglasii,-122.117931,45.559687
Spiraea_douglasii,-123.469625,48.470269
Spiraea_douglasii,-121.942942,41.251008
Spiraea_douglasii,-121.737697,45.283494
Spiraea_douglasii,-122.779092,49.355633
Spiraea_douglasii,-121.606214,49.38888
Spiraea_douglasii,-123.518028,48.499545
Spiraea_douglasii,-122.236197,44.020386
Spiraea_douglasii,-122.733895,49.199387
Spiraea_douglasii,-122.821977,46.293576
Spiraea_douglasii,-121.736687,47.545963
Spiraea_douglasii,-122.076339,47.800037
Spiraea_douglasii,-121.733608,45.274513
Spiraea_douglasii,-123.371475,48.57611
Spiraea_douglasii,-122.948137,47.051607
Spiraea_douglasii,-120.932808,39.943386
Spiraea_douglasii,-122.485396,42.159617
Spiraea_douglasii,-122.793911,49.033782
Spiraea_douglasii,-122.960113,47.084101
Spiraea_douglasii,-123.128697,50.138315
Spiraea_douglasii,-123.125519,49.742008
Spiraea_douglasii,-121.748178,45.147736
Spiraea_douglasii,-122.641232,47.794623
Spiraea_douglasii,-122.956749,50.140722
Spiraea_douglasii,-121.403328,49.015583
Spiraea_douglasii,-122.350172,47.757619
Spiraea_douglasii,-123.508183,49.426064
Spiraea_douglasii,-122.866536,53.78109
Spiraea_douglasii,-124.669564,48.284895
Spiraea_douglasii,-121.106986,48.700512
Spiraea_douglasii,-123.237266,44.605041
Spiraea_douglasii,-123.494697,48.548722
Spiraea_douglasii,-124.623917,49.34288
Spiraea_douglasii,-122.468345,48.469178
Spiraea_douglasii,-123.784782,48.094463
Spiraea_douglasii,-124.029711,46.517779
Spiraea_douglasii,-123.163992,49.927981
Spiraea_douglasii,-120.734665,49.056017
Spiraea_douglasii,-122.658844,49.029991
Spiraea_douglasii,-122.117888,48.178246
Spiraea_douglasii,-121.640064,44.463744
Spiraea_douglasii,-121.668398,42.559202
Spiraea_douglasii,-122.57463,49.265013
Spiraea_douglasii,-122.288773,47.70579
Spiraea_douglasii,-122.581134,48.830135
Spiraea_douglasii,-122.898322,49.304581
Spiraea_douglasii,-122.130019,47.543187
Spiraea_douglasii,-122.133889,47.494617
Spiraea_douglasii,-124.901441,49.287623
Spiraea_douglasii,-122.822034,46.293975
Spiraea_douglasii,-123.133545,49.739376
Spiraea_douglasii,-117.056251,47.595851
Spiraea_douglasii,-122.713702,49.272507
Spiraea_douglasii,-123.755742,48.740962
Spiraea_douglasii,-125.046229,49.808744
Spiraea_douglasii,-122.290918,47.646014
Spiraea_douglasii,-122.163388,43.311696
Spiraea_douglasii,-120.838128,49.06007
Spiraea_douglasii,-123.768882,48.39421
Spiraea_douglasii,-123.370549,48.582729
Spiraea_douglasii,-122.798551,50.315329
Spiraea_douglasii,-121.531919,45.774685
Spiraea_douglasii,-121.390221,40.530258
Spiraea_douglasii,-123.490785,48.50985
Spiraea_douglasii,-124.038575,43.695342
Spiraea_douglasii,-122.091605,47.860499
Spiraea_douglasii,-123.012781,45.017297
Spiraea_douglasii,-121.640091,44.463745
Spiraea_douglasii,-122.155465,47.396825
Spiraea_douglasii,-122.36614,42.006598
Spiraea_douglasii,-123.117392,49.710783
Spiraea_douglasii,-122.211274,48.173997
Spiraea_douglasii,-122.332011,46.858178
Spiraea_douglasii,-123.719838,49.466225
Spiraea_douglasii,-122.99415,49.339661
Spiraea_douglasii,-122.213517,47.697313
Spiraea_douglasii,-115.51961,44.809428
Spiraea_douglasii,-124.047478,44.51593
Spiraea_douglasii,-123.151375,49.683105
Spiraea_douglasii,-122.183739,47.839856
Spiraea_douglasii,-122.806329,47.484896
Spiraea_douglasii,-122.95015,50.1198
Spiraea_douglasii,-125.64861,49.122006
Spiraea_douglasii,-123.299927,44.574441
Spiraea_douglasii,-122.495847,41.206779
Spiraea_douglasii,-123.080066,43.795411
Spiraea_douglasii,-122.010086,41.243397
Spiraea_douglasii,-121.319395,44.041153
Spiraea_douglasii,-122.421793,48.596347
Spiraea_douglasii,-122.386787,41.226955
Spiraea_douglasii,-122.727718,49.282839
Spiraea_douglasii,-124.975463,49.75313
Spiraea_douglasii,-122.603058,49.030792
Spiraea_douglasii,-123.87515,46.145048
Spiraea_douglasii,-122.979828,44.002469
Spiraea_douglasii,-121.850296,47.693124
Spiraea_douglasii,-123.302333,44.547823
Spiraea_douglasii,-131.58513,55.591872
Spiraea_douglasii,-121.05619,39.354553
Spiraea_douglasii,-124.37232,49.286062
Spiraea_douglasii,-122.945003,43.994205
Spiraea_douglasii,-121.207847,39.899187
Spiraea_douglasii,-122.937858,50.127072
Spiraea_douglasii,-117.110142,47.790053
Spiraea_douglasii,-125.274185,50.24519
Spiraea_douglasii,-123.513572,48.499687
Spiraea_douglasii,-121.564488,47.435352
Spiraea_douglasii,-121.884295,47.57364
Spiraea_douglasii,-126.654155,54.37953
Spiraea_douglasii,-123.823433,45.419708
Spiraea_douglasii,-122.971085,49.437984
Spiraea_douglasii,-124.077903,40.879458
Spiraea_douglasii,-123.517172,48.498239
Spiraea_douglasii,-122.723927,49.175285
Spiraea_douglasii,-122.877136,49.303322
Spiraea_douglasii,-123.318753,44.416643
Spiraea_douglasii,-121.8449,44.850378
Spiraea_douglasii,-121.325317,48.631722
Spiraea_douglasii,-121.631615,44.521816
Spiraea_douglasii,-122.684076,47.671538
Spiraea_douglasii,-121.205687,39.896873
Spiraea_douglasii,-124.212713,43.376112
Spiraea_douglasii,-122.237922,49.296586
Spiraea_douglasii,-123.326576,44.57639
Spiraea_douglasii,-123.237681,44.627248
Spiraea_douglasii,-123.237429,44.605793
Spiraea_douglasii,-123.132111,49.668572
Spiraea_douglasii,-123.370692,43.29056
Spiraea_douglasii,-122.341389,41.279306
Spiraea_douglasii,-121.650523,45.964702
Spiraea_douglasii,-121.361855,48.022577
Spiraea_douglasii,-123.712272,46.160389
Spiraea_douglasii,-123.970222,49.171028
Spiraea_douglasii,-124.017109,49.209978
Spiraea_douglasii,-122.312731,49.152828
Spiraea_douglasii,-119.30616,50.960892
Spiraea_douglasii,-123.364404,47.981926
Spiraea_douglasii,-124.369739,49.947517
Spiraea_douglasii,-122.631111,49.014576
Spiraea_douglasii,-116.367804,47.55302
Spiraea_douglasii,-121.386201,43.994939
Spiraea_douglasii,-123.004369,47.00062
Spiraea_douglasii,-122.690195,48.858564
Spiraea_douglasii,-123.122796,49.702724
Spiraea_douglasii,-123.876464,46.119842
Spiraea_douglasii,-122.603762,49.14087
Spiraea_douglasii,-122.58162,48.829538
Spiraea_douglasii,-122.497857,50.367784
Spiraea_douglasii,-122.795593,50.322544
Spiraea_douglasii,-124.499162,49.293008
Spiraea_douglasii,-124.010033,49.165414
Spiraea_douglasii,-123.483023,42.912635
Spiraea_douglasii,-119.464529,51.676055
Spiraea_douglasii,-122.31954,45.334432
Spiraea_douglasii,-123.088548,45.509315
Spiraea_douglasii,-122.451836,49.224014
Spiraea_douglasii,-122.509114,41.191321
Spiraea_douglasii,-121.943563,47.865537
Spiraea_douglasii,-121.73754,45.284752
Spiraea_douglasii,-114.93162,44.220445
Spiraea_douglasii,-121.396692,48.784653
Spiraea_douglasii,-123.473104,48.546312
Spiraea_douglasii,-121.754762,45.143314
Spiraea_douglasii,-122.820789,46.293442
Spiraea_douglasii,-121.762121,45.140753
Spiraea_douglasii,-122.891833,50.407678
Spiraea_douglasii,-122.72761,49.283278
Spiraea_douglasii,-122.001815,47.60417
Spiraea_douglasii,-122.176527,54.963699
Spiraea_douglasii,-122.581148,48.830204
Spiraea_douglasii,-121.749552,49.196377
Spiraea_douglasii,-122.604958,49.14092
Spiraea_douglasii,-123.709133,48.790842
Spiraea_douglasii,-122.581284,48.830073
Spiraea_douglasii,-122.290437,47.645353
Spiraea_douglasii,-122.444656,49.327903
Spiraea_douglasii,-123.09358,48.524915
Spiraea_douglasii,-124.047311,44.515842
Spiraea_douglasii,-122.71865,54.484203
Spiraea_douglasii,-126.645662,54.896947
Spiraea_douglasii,-123.468221,48.098755
Spiraea_douglasii,-128.273849,54.374199
Spiraea_douglasii,-122.382302,41.230616
Spiraea_douglasii,-122.117715,48.178304
Spiraea_douglasii,-123.681717,48.349963
Spiraea_douglasii,-121.221061,40.304863
Spiraea_douglasii,-121.185459,39.916294
Spiraea_douglasii,-123.263898,44.06928
Spiraea_douglasii,-123.294397,44.315117
Spiraea_douglasii,-123.466308,48.476084
Spiraea_douglasii,-123.232695,43.841896
Spiraea_douglasii,-123.942759,49.15686
Spiraea_douglasii,-123.052722,48.499881
Spiraea_douglasii,-123.514766,48.482214
Spiraea_douglasii,-122.733833,49.1993
Spiraea_douglasii,-122.121285,48.060056
Spiraea_douglasii,-122.380806,41.2299
Spiraea_douglasii,-122.777175,47.068189
Spiraea_douglasii,-123.689597,43.999787
Spiraea_douglasii,-123.141091,49.752438
Spiraea_douglasii,-121.348521,44.011687
Spiraea_douglasii,-123.389587,48.511346
Spiraea_douglasii,-123.568795,48.577358
Spiraea_douglasii,-125.41215,49.96083
Spiraea_douglasii,-122.270902,40.466294
Spiraea_douglasii,-122.327394,42.131349
Spiraea_douglasii,-121.64277,44.460572
Spiraea_douglasii,-123.315553,44.409805
Spiraea_douglasii,-123.458251,48.528265
Spiraea_douglasii,-121.236695,45.622753
Spiraea_douglasii,-123.067469,44.771906
Spiraea_douglasii,-120.819369,47.242046
Spiraea_douglasii,-122.702751,45.868492
Spiraea_douglasii,-122.728435,49.194295
Spiraea_douglasii,-122.463375,45.399257
Spiraea_douglasii,-123.351564,44.089868
Spiraea_douglasii,-122.068109,47.5524
Spiraea_douglasii,-122.234718,47.722321
Spiraea_douglasii,-122.473278,49.022234
Spiraea_douglasii,-122.639091,49.013836
Spiraea_douglasii,-122.244554,47.50841
Spiraea_douglasii,-122.351578,47.72757
Spiraea_douglasii,-122.701599,49.29932
Spiraea_douglasii,-123.120797,50.037594
Spiraea_douglasii,-120.836266,49.05891
Spiraea_douglasii,-123.651163,48.66754
Spiraea_douglasii,-123.284732,44.540006
Spiraea_douglasii,-122.093878,47.453794
Spiraea_douglasii,-122.104194,47.723754
Spiraea_douglasii,-124.113348,44.059316
Spiraea_douglasii,-123.50595,42.92384
Spiraea_douglasii,-120.833766,49.063881
Spiraea_douglasii,-123.585754,48.52887
Spiraea_douglasii,-123.086297,45.510958
Spiraea_douglasii,-121.492254,43.718558
Spiraea_douglasii,-125.593318,49.093282
Spiraea_douglasii,-123.966964,49.173
Spiraea_douglasii,-123.527937,49.420588
Spiraea_douglasii,-123.161516,54.04588
Spiraea_douglasii,-124.022818,49.62922
Spiraea_douglasii,-125.24365,49.96736
Spiraea_douglasii,-119.002472,51.197747
Spiraea_douglasii,-122.76206,47.969019
Spiraea_douglasii,-122.379313,45.350053
Spiraea_douglasii,-121.4029,40.218704
Spiraea_douglasii,-122.674915,47.430773
Spiraea_douglasii,-121.6783,45.239453
Spiraea_douglasii,-124.929115,49.291573
Spiraea_douglasii,-122.307669,49.047056
Spiraea_douglasii,-118.99888,50.843745
Spiraea_douglasii,-117.12356,49.601309
Spiraea_douglasii,-123.708671,48.791093
Spiraea_douglasii,-125.071093,49.703934
Spiraea_douglasii,-122.290912,47.646042
Spiraea_douglasii,-124.828049,49.310101
Spiraea_douglasii,-122.672424,49.088075
Spiraea_douglasii,-124.971307,49.71216
Spiraea_douglasii,-117.484699,48.655182
Spiraea_douglasii,-123.045253,46.634771
Spiraea_douglasii,-123.389338,48.525596
Spiraea_douglasii,-121.760855,45.297313
Spiraea_douglasii,-123.423746,42.359206
Spiraea_douglasii,-123.016638,49.350908
Spiraea_douglasii,-122.475502,47.063927
Spiraea_douglasii,-125.021667,48.857606
Spiraea_douglasii,-120.857217,49.041125
Spiraea_douglasii,-124.016774,44.481887
Spiraea_douglasii,-123.155812,49.701883
Spiraea_douglasii,-122.580483,48.829097
Spiraea_douglasii,-123.31969,44.416422
Spiraea_douglasii,-122.146918,42.202258
Spiraea_douglasii,-122.595589,49.542411
Spiraea_douglasii,-121.977255,41.27377
Spiraea_douglasii,-122.283188,49.068871
Spiraea_douglasii,-122.55543,49.29727
Spiraea_douglasii,-122.962455,44.022106
Spiraea_douglasii,-123.020727,40.933834
Spiraea_douglasii,-120.740139,47.712612
Spiraea_douglasii,-122.581408,48.829629
Spiraea_douglasii,-125.784242,52.202628
Spiraea_douglasii,-121.176435,39.871238
Spiraea_douglasii,-128.155197,52.180637
Spiraea_douglasii,-121.958854,47.884554
Spiraea_douglasii,-122.74872,49.324172
Spiraea_douglasii,-123.445838,48.610942
Spiraea_douglasii,-123.931847,49.124668
Spiraea_douglasii,-122.922942,47.070045
Spiraea_douglasii,-120.837945,49.059958
Spiraea_douglasii,-123.004689,47.000401
Spiraea_douglasii,-122.388618,49.241989
Spiraea_douglasii,-122.395446,46.3086
Spiraea_douglasii,-122.581357,48.830132
Spiraea_douglasii,-124.623756,49.343407
Spiraea_douglasii,-122.510528,47.606762
Spiraea_douglasii,-123.710331,48.789552
Spiraea_douglasii,-122.492257,47.449337
Spiraea_douglasii,-122.654805,49.018178
Spiraea_douglasii,-121.86255,45.14745
Spiraea_douglasii,-121.780326,48.066677
Spiraea_douglasii,-122.253743,47.677377
Spiraea_douglasii,-123.067405,48.56162
Spiraea_douglasii,-123.394163,48.508305
Spiraea_douglasii,-123.055047,49.024314
Spiraea_douglasii,-123.109214,41.533695
Spiraea_douglasii,-122.608147,49.249775
Spiraea_douglasii,-122.909458,46.90863
Spiraea_douglasii,-122.979152,43.236441
Spiraea_douglasii,-122.689467,49.231932
Spiraea_douglasii,-121.288297,40.514076
Spiraea_douglasii,-121.316995,44.048167
Spiraea_douglasii,-124.604762,54.1143
Spiraea_douglasii,-123.923,49.112
Spiraea_douglasii,-125.175026,50.19566
Spiraea_douglasii,-123.132255,49.674155
Spiraea_douglasii,-122.516121,48.781482
Spiraea_douglasii,-123.002494,49.123876
Spiraea_douglasii,-121.378586,44.078701
Spiraea_douglasii,-128.36235,53.514637
Spiraea_douglasii,-122.847362,40.956453
Spiraea_douglasii,-121.263161,48.673599
Spiraea_douglasii,-122.258705,47.676584
Spiraea_douglasii,-123.139564,49.35968
Spiraea_douglasii,-122.974529,47.044743
Spiraea_douglasii,-123.366338,44.057131
Spiraea_douglasii,-125.624955,49.832988
Spiraea_douglasii,-124.60405,48.136033
Spiraea_douglasii,-123.756695,48.791164
Spiraea_douglasii,-125.001765,48.881395
Spiraea_douglasii,-118.98206,51.161611
Spiraea_douglasii,-125.264197,49.684805
Spiraea_douglasii,-124.099633,43.926005
Spiraea_douglasii,-122.455536,49.013428
Spiraea_douglasii,-121.850735,44.814543
Spiraea_douglasii,-122.662253,47.682794
Spiraea_douglasii,-123.238006,44.604694
Spiraea_douglasii,-121.074883,45.234867
Spiraea_douglasii,-122.485564,49.063237
Spiraea_douglasii,-122.089356,47.807406
Spiraea_douglasii,-123.005124,47.001391
Spiraea_douglasii,-123.41755,48.104314
Spiraea_douglasii,-119.323638,51.534838
Spiraea_douglasii,-124.248139,49.303041
Spiraea_douglasii,-122.607007,49.139368
Spiraea_douglasii,-123.501818,48.948048
Spiraea_douglasii,-123.391083,48.510063
Spiraea_douglasii,-122.888104,47.83492
Spiraea_douglasii,-122.185778,47.838807
Spiraea_douglasii,-122.442283,45.627711
Spiraea_douglasii,-121.171597,44.183718
Spiraea_douglasii,-124.270296,43.453229
Spiraea_douglasii,-122.685092,45.296264
Spiraea_douglasii,-122.099288,47.74755
Spiraea_douglasii,-124.601403,47.919937
Spiraea_douglasii,-122.025122,41.242705
Spiraea_douglasii,-122.68508,47.675695
Spiraea_douglasii,-123.439553,48.466833
Spiraea_douglasii,-122.581389,48.829393
Spiraea_douglasii,-122.268395,45.621403
Spiraea_douglasii,-125.970781,49.736891
Spiraea_douglasii,-123.45295,48.479181
Spiraea_douglasii,-124.950744,49.250786
Spiraea_douglasii,-123.39913,48.580505
Spiraea_douglasii,-122.404969,41.365096
Spiraea_douglasii,-120.838693,49.059987
Spiraea_douglasii,-122.312304,49.043195
Spiraea_douglasii,-122.538422,49.273133
Spiraea_douglasii,-121.638922,44.480943
Spiraea_douglasii,-125.873602,49.839187
Spiraea_douglasii,-121.782274,43.744289
Spiraea_douglasii,-122.977487,50.120787
Spiraea_douglasii,-123.018386,40.938247
Spiraea_douglasii,-123.172583,49.813697
Spiraea_douglasii,-121.695641,45.219147
Spiraea_douglasii,-120.992307,40.013653
Spiraea_douglasii,-123.568542,48.577775
Spiraea_douglasii,-121.992255,45.34798
Spiraea_douglasii,-122.396728,45.84753
Spiraea_douglasii,-122.445313,48.674711
Spiraea_douglasii,-122.44847,53.070085
Spiraea_douglasii,-122.70001,49.30198
Spiraea_douglasii,-121.6185,53.13212
Spiraea_douglasii,-121.860571,49.737087
Spiraea_douglasii,-119.551142,50.897495
Spiraea_douglasii,-123.766639,48.39495
Spiraea_douglasii,-121.36238,40.3965
Spiraea_douglasii,-122.15683,47.770752
Spiraea_douglasii,-123.8282,49.024597
Spiraea_douglasii,-122.928474,45.404734
Spiraea_douglasii,-122.113304,48.172262
Spiraea_douglasii,-122.330459,49.199218
Spiraea_douglasii,-130.158858,53.814625
Spiraea_douglasii,-123.5017,48.948088
Spiraea_douglasii,-122.237927,47.674038
Spiraea_douglasii,-121.76558,43.912413
Spiraea_douglasii,-122.679695,54.479031
Spiraea_douglasii,-122.386803,45.604492
Spiraea_douglasii,-124.337568,49.314526
Spiraea_douglasii,-123.428936,48.513084
Spiraea_douglasii,-121.866355,44.382362
Spiraea_douglasii,-122.57045,48.341013
Spiraea_douglasii,-123.465972,48.47385
Spiraea_douglasii,-122.0951,47.637275
Spiraea_douglasii,-122.120546,47.760355
Spiraea_douglasii,-117.718677,48.455322
Spiraea_douglasii,-120.974693,40.00269
Spiraea_douglasii,-122.392533,49.242172
Spiraea_douglasii,-122.45582,49.320637
Spiraea_douglasii,-116.909514,49.733782
Spiraea_douglasii,-122.429205,45.597063
Spiraea_douglasii,-123.828567,49.024802
Spiraea_douglasii,-122.66052,49.029962
Spiraea_douglasii,-122.381683,41.230659
Spiraea_douglasii,-123.790846,48.080852
Spiraea_douglasii,-122.702806,50.397703
Spiraea_douglasii,-122.158914,47.991462
Spiraea_douglasii,-123.474005,48.472195
Spiraea_douglasii,-122.46093,45.641883
Spiraea_douglasii,-123.930084,49.522029
Spiraea_douglasii,-121.942364,41.254678
Spiraea_douglasii,-125.619316,49.827867
Spiraea_douglasii,-125.19918,50.222408
Spiraea_douglasii,-123.659569,42.047092
Spiraea_douglasii,-122.741761,49.182317
Spiraea_douglasii,-123.0748,49.118684
Spiraea_douglasii,-123.390201,44.062849
Spiraea_douglasii,-116.994605,48.460805
Spiraea_douglasii,-124.926888,49.290359
Spiraea_douglasii,-122.953887,50.534115
Spiraea_douglasii,-124.62496,48.368122
Spiraea_douglasii,-120.836403,49.058762
Spiraea_douglasii,-121.415108,49.315758
Spiraea_douglasii,-122.752276,45.830899
Spiraea_douglasii,-122.288055,47.657919
Spiraea_douglasii,-122.667709,49.027481
Spiraea_douglasii,-122.181887,47.87403
Spiraea_douglasii,-121.316689,44.047911
Spiraea_douglasii,-122.759251,49.30329
Spiraea_douglasii,-121.024535,40.289627
Spiraea_douglasii,-122.1883,48.142883
Spiraea_douglasii,-123.017508,40.936797
Spiraea_douglasii,-128.15506,52.1805
Spiraea_douglasii,-122.976716,47.050613
Spiraea_douglasii,-123.237851,44.604659
Spiraea_douglasii,-131.697231,55.414062
Spiraea_douglasii,-122.490425,41.200505
Spiraea_douglasii,-121.661622,48.945217
Spiraea_douglasii,-123.472363,48.481981
